DevOps Engineer i, Gempool,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb,NA,NA,NA
The Dock  Senior Back End Technical Lead, Accenture,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b,NA,NA,NA
Embedded Software Engineer, WG Reach,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d,NA,NA,NA
Data Science Senior Manager, Accenture,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e,NA,NA,NA
The Dock  Back End Technical Lead, Accenture,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438,NA,NA,NA
Senior Principal Engineer, GKR Search and Selection,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438&vjk=56d0d9c835c5a5a8,NA,NA,NA
Senior DevOps Engineer, Brightwater,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438&vjk=56d0d9c835c5a5a8&vjk=5287eb57b1073def,NA,NA,NA
Data Engineer, Sigmar Recruitment,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438&vjk=56d0d9c835c5a5a8&vjk=5287eb57b1073def&vjk=76f2d46f16127d7f,NA,NA,NA
Senior Backend Engineer Python Ruby Go, Reperio Human Capital,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=70&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438&vjk=56d0d9c835c5a5a8&vjk=5287eb57b1073def&vjk=76f2d46f16127d7f&vjk=0d7962f013c7e33f,NA,NA,NA
Data Engineer, UL LLC,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f,NA,NA,NA
DevOps Engineer i, Gempool,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb,NA,NA,NA
The Dock  Senior Back End Technical Lead, Accenture,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b,NA,NA,NA
Embedded Software Engineer, WG Reach,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d,NA,NA,NA
Data Science Senior Manager, Accenture,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e,NA,NA,NA
The Dock  Back End Technical Lead, Accenture,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438,NA,NA,NA
Senior Principal Engineer, GKR Search and Selection,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438&vjk=56d0d9c835c5a5a8,NA,NA,NA
Senior DevOps Engineer, Brightwater,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438&vjk=56d0d9c835c5a5a8&vjk=5287eb57b1073def,NA,NA,NA
Data Engineer, Sigmar Recruitment,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438&vjk=56d0d9c835c5a5a8&vjk=5287eb57b1073def&vjk=76f2d46f16127d7f,NA,NA,NA
Senior Backend Engineer Python Ruby Go, Reperio Human Capital,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=80&vjk=2e33f840d2fc9c0f&vjk=ea4c4c70194343bb&vjk=4987ab397068420b&vjk=c7f41b8dc48a0b5d&vjk=f8a951f2e5d4434e&vjk=94e52f0a748ff438&vjk=56d0d9c835c5a5a8&vjk=5287eb57b1073def&vjk=76f2d46f16127d7f&vjk=0d7962f013c7e33f,NA,NA,NA
Product Owner, Reperio Human Capital,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=90&vjk=5207c2c797cbace1,NA,NA,NA
DevOps Engineer i, Gempool,https://ie.indeed.com/jobs?q=ai+software+engineer&l=Dublin&start=90&vjk=5207c2c797cbace1&vjk=ea4c4c70194343bb,NA,NA,NA
